Month,Location,Country,Sales_Manager,Salesman,Customer,Cust_Type,Product,Sale,Cost,Profit
30-Apr-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,330 ml,"62,868","16,954","45,915"
30-Apr-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 Lemon,"15,513","6,571","8,942"
30-Apr-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 L-Mint,"5,041","1,893","3,147"
30-Apr-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,330 ml,"117,450","40,425","77,025"
30-Apr-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,450 L-Mint,"77,086","27,718","49,369"
30-Apr-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,Lemon 500,"9,048","5,412","3,636"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,1L Reg-2,"5,735","2,618","3,117"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,200 ml-24,"26,924","8,682","18,242"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,330 ml,"46,295","20,155","26,140"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,450 Lemon,"28,550","5,784","22,766"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,1L Reg-12,"8,520","4,290","4,230"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,450 Lemon,"4,992","1,374","3,618"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,450 L-Mint,"5,285","2,450","2,835"
30-Apr-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,Lemon 500,"12,389","4,211","8,178"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,200 ml-24,"6,699","1,694","5,005"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,330 ml,"7,634","3,168","4,466"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,450 L-Mint,"10,766","4,604","6,163"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,Lemon 500,"9,483","1,254","8,229"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,200 ml-24,"25,026","10,200","14,825"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,330 ml,"71,220","29,090","42,131"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,450 Lemon,"11,060","3,416","7,644"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,450 L-Mint,"5,530","2,153","3,377"
30-Apr-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,4L Gallon,"85,641","26,194","59,447"
30-Apr-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 Lemon,"173,160","59,704","113,456"
30-Apr-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 L-Mint,"13,781","6,326","7,455"
30-Apr-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,4L Gallon,"9,244","1,513","7,731"
30-Apr-23,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,330 ml,"268,395","83,243","185,153"
30-Apr-23,"Muscat, Oman",Oman,Srini,Satyan,Viva Star,Supermarkets,450 L-Mint,"5,285","2,859","2,427"
30-Apr-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,200 ml-24,"171,949","60,712","111,237"
30-Apr-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,450 L-Mint,"5,090","2,116","2,973"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,200 ml-24,"26,956","6,855","20,101"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,330 ml,"81,041","26,285","54,756"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,450 L-Mint,"5,481","1,374","4,107"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,200 ml-24,"8,932","4,780","4,153"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,330 ml,"105,324","32,010","73,314"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 Lemon,"70,813","28,958","41,855"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 L-Mint,"16,394","5,012","11,382"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 Reg,"5,530","2,599","2,931"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Emir Ctrg,Hotels,330 ml,"346,369","132,825","213,544"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Oasis Apt,Hotels,330 ml,"117,885","46,365","71,520"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,450 L-Mint,"5,041",743,"4,298"
30-Apr-23,"Sharjah, UAE",UAE,Azeez,Neeraj,Amber,Supermarkets,330 ml,"11,528","3,548","7,980"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,330 ml,"18,405","10,857","7,548"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,450 L-Mint,"7,324","2,636","4,688"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Kat,Rotana,Hotels,Partner C-Top,"7,128","5,590","1,538"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Kat,Save Daily,Supermarkets,450 L-Mint,"3,645",854,"2,791"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Malik,Mohideen,Supermarkets,200 ml-24,"82,033","43,251","38,781"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,200 ml-24,"3,432",653,"2,779"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,330 ml,"4,125","1,568","2,558"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,450 L-Mint,"8,039","4,195","3,844"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,Shaklan,Hypermarkets,1.5 L,"74,070","36,127","37,943"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,Shaklan,Hypermarkets,1L Reg-12,"58,500","40,040","18,460"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Al-Ain SM,Supermarkets,200 ml-24,"3,927",974,"2,953"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,1L Reg-2,"3,815",886,"2,930"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,200 ml-24,"32,126","16,970","15,155"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,330 ml,"154,875","74,366","80,510"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,Lemon 500,"9,348","4,871","4,477"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,New Era,Supermarkets,1L Reg-12,"57,200","32,347","24,853"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,450 L-Mint,"7,526","3,898","3,628"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,200 ml-24,"8,976","3,182","5,794"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,330 ml,"11,813","10,148","1,665"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,450 L-Mint,"14,344","10,247","4,097"
31-May-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,Lemon 500,"6,120","1,386","4,734"
31-May-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,330 ml,"45,098","18,026","27,071"
31-May-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,450 Lemon,"38,212","21,139","17,073"
31-May-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,450 L-Mint,"12,083","6,928","5,155"
31-May-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,Lemon 500,"8,172","3,762","4,410"
31-May-23,"Al Ain, UAE",UAE,Mukul,Shabbir,City Mart,Supermarkets,450 L-Mint,"3,611",965,"2,646"
31-May-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,200 ml-24,"3,333","1,634","1,700"
31-May-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,330 ml,"10,965","3,300","7,665"
31-May-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 Lemon,"3,645",817,"2,828"
31-May-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 L-Mint,"14,884","9,170","5,714"
31-May-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner C-Top,"212,889","114,859","98,029"
31-May-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner H&C,"3,780","2,178","1,602"
31-May-23,"Banglore, India",India,Arvind,Faizul,Masco,Supermarkets,450 L-Mint,"3,443",631,"2,811"
31-May-23,"Banglore, India",India,Arvind,Fernandez,De-Belchior,Supermarkets,200 ml-36,"8,513","3,754","4,759"
31-May-23,"Banglore, India",India,Arvind,Fernandez,De-Belchior,Supermarkets,450 Reg,"3,443","1,151","2,292"
31-May-23,"Banglore, India",India,Arvind,Shabir,Robinson,Supermarkets,330 ml,"8,400","2,475","5,925"
31-May-23,"Banglore, India",India,Arvind,Shabir,Robinson,Supermarkets,450 Lemon,"7,088","3,601","3,486"
31-May-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,200 ml-24,"40,546","22,833","17,713"
31-May-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,330 ml,"8,400","5,734","2,666"
31-May-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,450 L-Mint,"45,191","26,767","18,424"
31-May-23,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,Lemon 500,"26,700","13,002","13,698"
31-May-23,"Chennai, India",India,Najeeb,Arshad,Carrefour,Hypermarkets,330 ml,"19,718","8,118","11,600"
31-May-23,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,1L Reg-2,"30,723","18,472","12,251"
31-May-23,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,200 ml-24,"46,035","28,108","17,927"
31-May-23,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,330 ml,"10,808","3,548","7,260"
31-May-23,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,450 L-Mint,"16,200","11,583","4,617"
31-May-23,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,Lemon 500,"6,360","3,102","3,258"
31-May-23,"Delhi, India",India,Qaseem,Kurien,Al-Ahli,Supermarkets,200 ml-24,"3,366","2,577",789
31-May-23,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,450 L-Mint,"14,783","6,348","8,434"
31-May-23,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,Lemon 500,"38,040","15,840","22,200"
31-May-23,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,330 ml,"107,730","51,785","55,945"
31-May-23,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,Lemon 500,"6,060","2,178","3,882"
31-May-23,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,200 ml-24,"8,333","4,901","3,432"
31-May-23,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,450 L-Mint,"10,834","7,722","3,112"
31-May-23,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,Lemon 500,"6,420","1,122","5,298"
31-May-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,330 ml,"21,038","7,054","13,984"
31-May-23,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,450 L-Mint,"7,155","3,193","3,962"
31-May-23,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,200 ml-24,"4,351","3,176","1,174"
31-May-23,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,330 ml,"3,863","2,723","1,140"
31-May-23,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,450 Lemon,"21,971","6,690","15,281"
31-May-23,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,Lemon 500,"10,320","2,468","7,852"
31-May-23,"Delhi, India",India,Qaseem,Roman,Jyothis,Supermarkets,330 ml,"40,335","15,857","24,479"
31-May-23,"Dubai, UAE",UAE,Rajiv,Alex,Big Mart,Supermarkets,200 ml-24,"5,610","4,901",710
31-May-23,"Dubai, UAE",UAE,Rajiv,Alex,Big Mart,Supermarkets,Lemon 500,"6,840","4,422","2,418"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,200 ml-24,"4,708","1,694","3,014"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,330 ml,"25,463","12,623","12,840"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,450 L-Mint,"11,273","5,903","5,370"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,Lemon 500,"17,076","6,824","10,252"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,200 ml-24,"4,043","3,600",443
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,330 ml,"8,775","4,579","4,196"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,450 L-Mint,"11,239","7,351","3,888"
31-May-23,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,Lemon 500,"4,284","2,772","1,512"
31-May-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,1L Reg-12,"5,564","4,004","1,560"
31-May-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 Lemon,"3,780","2,190","1,590"
31-May-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 L-Mint,"7,695","4,381","3,314"
31-May-23,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,Lemon 500,"6,420","3,432","2,988"
31-May-23,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,450 L-Mint,"7,088","6,014","1,073"
31-May-23,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,Lemon 500,"4,140","2,297","1,843"
31-May-23,"Dubai, UAE",UAE,Rajiv,Vinod,Ansar Mall,Hypermarkets,200 ml-24,"14,916","10,073","4,843"
31-May-23,"KolKata, India",India,Hassan,Dinesh,Chelsea 2,Hotels,200 ml-24,"4,928","1,646","3,282"
31-May-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,200 ml-24,"15,703","5,869","9,834"
31-May-23,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,450 L-Mint,"7,749","6,081","1,668"
31-May-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,200 ml-24,"19,437","10,333","9,104"
31-May-23,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,330 ml,"97,553","48,007","49,546"
31-May-23,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,200 ml-24,"11,121","4,574","6,547"
31-May-23,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,330 ml,"187,875","93,019","94,856"
31-May-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,200 ml-24,"10,527","2,214","8,313"
31-May-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,330 ml,"24,450","10,849","13,601"
31-May-23,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,450 L-Mint,"3,409",668,"2,741"
31-May-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Al Hadeer,Supermarkets,450 L-Mint,"3,679","1,188","2,491"
31-May-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,200 ml-24,"30,877","12,995","17,882"
31-May-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,330 ml,"17,085","10,024","7,061"
31-May-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,450 L-Mint,"26,426","7,499","18,927"
31-May-23,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,Lemon 500,"13,260","8,118","5,142"
31-May-23,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,450 L-Mint,"3,544",891,"2,653"
31-May-23,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,Lemon 500,"5,184","2,851","2,333"
31-May-23,"Mumbai, India",India,Kapil,Naushad,Carrefour,Hypermarkets,200 ml-24,"13,926","6,607","7,319"
31-May-23,"Mumbai, India",India,Kapil,Naushad,Carrefour,Hypermarkets,330 ml,"4,680","3,119","1,562"
31-May-23,"Mumbai, India",India,Kapil,Rajesh,Al Maya SM,Supermarkets,330 ml,"79,103","46,984","32,119"
31-May-23,"Mumbai, India",India,Kapil,Rajesh,Fatima SM,Supermarkets,450 L-Mint,"7,661","2,747","4,914"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,330 ml,"3,825","2,186","1,639"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 Lemon,"3,949","1,225","2,724"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 L-Mint,"27,169","16,149","11,019"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,Lemon 500,"16,896","9,227","7,669"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,330 ml,"249,885","90,420","159,465"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,450 L-Mint,"104,153","51,106","53,046"
31-May-23,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,Lemon 500,"6,540","4,224","2,316"
31-May-23,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,200 ml-24,"3,828","1,997","1,832"
31-May-23,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,330 ml,"16,725","11,138","5,588"
31-May-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,200 ml-24,"3,333",799,"2,534"
31-May-23,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,450 L-Mint,"4,496",891,"3,605"
31-May-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,200 ml-24,"4,312","1,652","2,660"
31-May-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,330 ml,"13,013","6,971","6,041"
31-May-23,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,450 L-Mint,"3,814",780,"3,034"
31-May-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,200 ml-24,"26,307","8,827","17,480"
31-May-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,330 ml,"3,788","1,815","1,973"
31-May-23,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,450 L-Mint,"3,578","2,450","1,127"
31-May-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 Lemon,"89,357","46,228","43,128"
31-May-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 L-Mint,"11,408","5,457","5,950"
31-May-23,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,4L Gallon,"6,500","4,950","1,550"
31-May-23,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,330 ml,"202,988","82,211","120,776"
31-May-23,"Muscat, Oman",Oman,Srini,Satyan,Viva Star,Supermarkets,200 ml-24,"28,160","10,648","17,512"
31-May-23,"Pune, India",India,Rizwan,Rajeev,Chelsea 1,Hotels,330 ml,"12,285","2,426","9,860"
31-May-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,200 ml-24,"86,862","47,892","38,970"
31-May-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,330 ml,"16,650","9,240","7,410"
31-May-23,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,450 L-Mint,"3,679","1,596","2,082"
31-May-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,200 ml-24,"19,399","9,656","9,743"
31-May-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,330 ml,"3,938","2,063","1,875"
31-May-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,450 L-Mint,"10,935","3,638","7,297"
31-May-23,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,Lemon 500,"6,840","2,046","4,794"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,200 ml-24,"17,985","8,349","9,636"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,330 ml,"92,858","47,561","45,296"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 Lemon,"55,519","29,960","25,559"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 L-Mint,"11,914","6,237","5,677"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,Lemon 500,"6,840","3,498","3,342"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Emir Ctrg,Hotels,330 ml,"272,475","157,493","114,983"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Oasis Apt,Hotels,330 ml,"100,050","40,920","59,130"
31-May-23,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,450 L-Mint,"4,050","2,079","1,971"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,330 ml,"20,246","10,857","9,389"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,450 L-Mint,"8,056","2,636","5,420"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Kat,Rotana,Hotels,Partner C-Top,"7,841","5,590","2,251"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Kat,Save Daily,Supermarkets,450 L-Mint,"4,010",854,"3,156"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Malik,Mohideen,Supermarkets,200 ml-24,"90,236","43,251","46,984"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,200 ml-24,"3,775",653,"3,122"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,330 ml,"4,538","1,568","2,970"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,450 L-Mint,"8,843","4,195","4,648"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,Shaklan,Hypermarkets,1.5 L,"81,477","36,127","45,350"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,Shaklan,Hypermarkets,1L Reg-12,"64,350","40,040","24,310"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Al-Ain SM,Supermarkets,200 ml-24,"4,320",974,"3,346"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,1L Reg-2,"4,197",886,"3,311"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,200 ml-24,"35,338","16,970","18,368"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,330 ml,"170,363","74,366","95,997"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,Lemon 500,"10,283","4,871","5,412"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,New Era,Supermarkets,1L Reg-12,"62,920","32,347","30,573"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,450 L-Mint,"8,279","3,898","4,381"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,200 ml-24,"9,874","3,182","6,691"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,330 ml,"12,994","10,148","2,846"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,450 L-Mint,"15,778","10,247","5,532"
30-Jun-23,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,Lemon 500,"6,732","1,386","5,346"
30-Jun-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,330 ml,"49,607","18,026","31,581"
30-Jun-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,450 Lemon,"42,033","21,139","20,894"
30-Jun-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,450 L-Mint,"13,291","6,928","6,363"
30-Jun-23,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,Lemon 500,"8,989","3,762","5,227"
30-Jun-23,"Al Ain, UAE",UAE,Mukul,Shabbir,City Mart,Supermarkets,450 L-Mint,"3,972",965,"3,007"
30-Jun-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,200 ml-24,"3,666","1,634","2,033"
30-Jun-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,330 ml,"12,062","3,300","8,762"
30-Jun-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 Lemon,"4,010",817,"3,193"
30-Jun-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 L-Mint,"16,372","9,170","7,202"
30-Jun-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner C-Top,"234,177","114,859","119,318"
30-Jun-23,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner H&C,"4,158","2,178","1,980"
30-Jun-23,"Banglore, India",India,Arvind,Faizul,Masco,Supermarkets,450 L-Mint,"3,787",631,"3,156"
30-Jun-23,"Banglore, India",India,Arvind,Fernandez,De-Belchior,Supermarkets,200 ml-36,"9,364","3,754","5,610"
